shift_id,date,shift,nurse_id,nurse_name,role
SH-007091,2025-09-16,Day (07-19),RN-026,Jack Silva,Charge Nurse
SH-007091,2025-09-16,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-007091,2025-09-16,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-004,Sara Adeyemi,Charge Nurse
SH-007092,2025-09-16,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-007092,2025-09-16,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-003,Tom Dubois,Charge Nurse
SH-007093,2025-09-17,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-007093,2025-09-17,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-003,Tom Dubois,Charge Nurse
SH-007094,2025-09-17,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-007094,2025-09-17,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-007,Sam Khan,Charge Nurse
SH-007095,2025-09-18,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007095,2025-09-18,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-020,Ana Silva,Charge Nurse
SH-007096,2025-09-18,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007096,2025-09-18,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-017,Sam Meyer,Charge Nurse
SH-007097,2025-09-19,Day (07-19),RN-024,Priya Okafor,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-007097,2025-09-19,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-014,Sofia Mensah,Charge Nurse
SH-007098,2025-09-19,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-030,Tom Nguyen,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007098,2025-09-19,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-038,Lena Rossi,Charge Nurse
SH-007099,2025-09-20,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-019,Sam Costa,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-024,Priya Okafor,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-026,Jack Silva,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-007099,2025-09-20,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-024,Priya Okafor,Charge Nurse
SH-007100,2025-09-20,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-035,Maya Costa,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-023,Sam Okafor,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-001,Diego Costa,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-007100,2025-09-20,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-016,Ivan Adeyemi,Charge Nurse
SH-007101,2025-09-21,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-035,Maya Costa,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-007101,2025-09-21,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-013,Mei Meyer,Charge Nurse
SH-007102,2025-09-21,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-021,Ben Rossi,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-011,Mei Okafor,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-026,Jack Silva,Bedside Nurse
SH-007102,2025-09-21,Night (19-07),RN-028,Kofi Mensah,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-011,Mei Okafor,Charge Nurse
SH-007103,2025-09-22,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-022,Diego Bauer,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-027,Maya Okafor,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-007103,2025-09-22,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-033,Sam Adeyemi,Charge Nurse
SH-007104,2025-09-22,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-003,Tom Dubois,Bedside Nurse
SH-007104,2025-09-22,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-037,Diego Meyer,Charge Nurse
SH-007105,2025-09-23,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-006,Mei Sharma,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-017,Sam Meyer,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-004,Sara Adeyemi,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-001,Diego Costa,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-007105,2025-09-23,Day (07-19),RN-009,Amara Bauer,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-028,Kofi Mensah,Charge Nurse
SH-007106,2025-09-23,Night (19-07),RN-005,Zara Sharma,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-013,Mei Meyer,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-004,Sara Adeyemi,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-020,Ana Silva,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-015,Leo Adeyemi,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-039,Grace Dubois,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-018,Omar Ivanov,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-007106,2025-09-23,Night (19-07),RN-017,Sam Meyer,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-020,Ana Silva,Charge Nurse
SH-007107,2025-09-24,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-040,Hana Meyer,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-018,Omar Ivanov,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-023,Sam Okafor,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-036,Ana Bauer,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-038,Lena Rossi,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-041,Yara Okafor,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-039,Grace Dubois,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-024,Priya Okafor,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-034,Priya Rossi,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-011,Mei Okafor,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-025,Lena Meyer,Bedside Nurse
SH-007107,2025-09-24,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-011,Mei Okafor,Charge Nurse
SH-007108,2025-09-24,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-036,Ana Bauer,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-006,Mei Sharma,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-024,Priya Okafor,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-037,Diego Meyer,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-014,Sofia Mensah,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-032,Priya Khan,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-033,Sam Adeyemi,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-007108,2025-09-24,Night (19-07),RN-012,Zara Okafor,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-005,Zara Sharma,Charge Nurse
SH-007109,2025-09-25,Day (07-19),RN-029,Omar Adeyemi,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-031,Diego Khan,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-037,Diego Meyer,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-020,Ana Silva,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-028,Kofi Mensah,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-014,Sofia Mensah,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-008,Leo Sharma,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-012,Zara Okafor,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-003,Tom Dubois,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-013,Mei Meyer,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-021,Ben Rossi,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-042,Priya Mensah,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-030,Tom Nguyen,Bedside Nurse
SH-007109,2025-09-25,Day (07-19),RN-032,Priya Khan,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-014,Sofia Mensah,Charge Nurse
SH-007110,2025-09-25,Night (19-07),RN-022,Diego Bauer,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-031,Diego Khan,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-029,Omar Adeyemi,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-009,Amara Bauer,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-041,Yara Okafor,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-038,Lena Rossi,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-008,Leo Sharma,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-019,Sam Costa,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-007,Sam Khan,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-034,Priya Rossi,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-040,Hana Meyer,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-002,Mei Mensah,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-042,Priya Mensah,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-010,Priya Park,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-027,Maya Okafor,Bedside Nurse
SH-007110,2025-09-25,Night (19-07),RN-025,Lena Meyer,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-030,Tom Nguyen,Charge Nurse
SH-007111,2025-09-26,Day (07-19),RN-016,Ivan Adeyemi,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-015,Leo Adeyemi,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-010,Priya Park,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-002,Mei Mensah,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-033,Sam Adeyemi,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-007,Sam Khan,Bedside Nurse
SH-007111,2025-09-26,Day (07-19),RN-005,Zara Sharma,Bedside Nurse
